Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
91	Løud	RIVAL	Alliance	979.5	37	Aug 13	45:20	Lieutenant Commander's Plate Helmet (23314)	Onyxia Tooth Pendant (18404)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
92	Bluenano	livid	Horde	979.3	40	Aug 17	53:02	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Hand of Justice (11815)	Earthstrike (21180)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Crossbow of Imminent Doom (21459)
93	Foggy	drip	Horde	978.4	40	Aug 13	52:53	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Bracers of Brutality (21457)	General's Plate Gauntlets (16548)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Earthstrike (21180)	Badge of the Swarmguard (21670)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
94	Chappedass	Dense	Alliance	977.7	39	Aug 8	1:03:52	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Drake Talon Pauldrons (19394)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Gauntlets of Annihilation (21581)	Quick Strike Ring (18821)	Signet of Unyielding Strength (21393)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Satyr's Bow (18323)
95	Vylo	Unhinged	Alliance	977.7	40	Aug 14	49:16	Helm of Endless Rage (19372)	The Eye of Hakkar (19856)	Conqueror's Spaulders (21330)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Don Julio's Band (19325)	Circle of Applied Force (19432)	Hand of Justice (11815)	Diamond Flask (20130)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Blastershot Launcher (17072)
96	Swagsurf	B R I C K E D	Alliance	977.6	40	Aug 9	44:28	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Conqueror's Spaulders (21330)	Conqueror's Breastplate (21331)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of Stability (19146)	Flameguard Gauntlets (19143)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of the Fallen God (21710)	Empyrean Demolisher (17112)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
97	Paradova	SQUAWK	Horde	977.6	40	Aug 6	1:35:23	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Belt of Never-Ending Agony (21586)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracers of Brutality (21457)	Sacrificial Gauntlets (22714)	Quick Strike Ring (18821)	Signet of Unyielding Strength (21393)	Earthstrike (21180)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
98	Crillefour	Gnomeboys pugs	Alliance	976.7	40	Aug 17	52:30	Lionheart Helm (12640)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	Conqueror's Legguards (21332)	Marshal's Plate Boots (16483)	Bracers of Brutality (21457)	Edgemaster's Handguards (14551)	Signet of Unyielding Strength (21393)	Quick Strike Ring (18821)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Drape of Unyielding Strength (21394)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Striker's Mark (17069)
99	Prefoxy	whos friend r u 2	Alliance	975.6	40	Aug 10	36:51	Lieutenant Commander's Plate Helmet (23314)	The Eye of Hakkar (19856)	Lieutenant Commander's Plate Shoulders (23315)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Bracers of Brutality (21457)	Marshal's Plate Gauntlets (16484)	Circle of Applied Force (19432)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
100	Sixgodxx	Progress	Horde	975.5	40	Aug 5	45:35	Warlord's Plate Headpiece (16542)	The Eye of Hakkar (19856)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cloak of Firemaw (19398)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Satyr's Bow (18323)
